ID,MENO,PRIEZVISKO,VEK,POHLAVIE
898,Lucy,Lee,34,Man
899,Tom,Taylor,33,Woman
900,Chris,Smith,58,Woman
901,Emma,Garcia,45,Man
902,Mike,Johnson,58,Woman
903,Emma,Martinez,42,Man
904,Chris,Brown,37,Man
905,Tom,Lee,38,Man
906,Linda,Jones,45,Woman
907,Anna,Garcia,38,Woman
908,Mike,Brown,42,Woman
909,John,Brown,45,Man
910,Anna,Johnson,46,Woman
911,Mike,Lee,26,Man
912,Emma,Jones,45,Man
913,Linda,Martinez,54,Man
914,Chris,Martinez,50,Woman
915,Tom,Brown,23,Man
916,Jane,Jones,40,Man
917,Tom,Johnson,53,Man
918,Emma,Taylor,33,Woman
919,Tom,White,43,Man
920,John,Garcia,38,Woman
921,John,Lee,37,Man
922,Emma,White,54,Woman
923,Chris,Jones,33,Woman
924,Tom,White,54,Woman
925,Jane,Taylor,24,Man
926,Tom,Brown,39,Woman
927,Anna,Taylor,40,Woman
928,Lucy,Martinez,22,Man
929,Tom,Doe,20,Man
930,Lucy,Garcia,48,Man
931,Lucy,Brown,27,Woman
932,Chris,Lee,40,Man
933,Lucy,Taylor,30,Man
934,Anna,Johnson,29,Woman
935,John,Taylor,41,Man
936,Sam,Garcia,53,Woman
937,Tom,Jones,30,Man
938,Emma,Johnson,21,Man
939,Emma,Johnson,59,Man
940,John,Jones,44,Man
941,Linda,White,50,Man
942,Linda,Johnson,51,Woman
943,Mike,Brown,56,Woman
944,Tom,Taylor,31,Man
945,Anna,Lee,26,Man
946,Lucy,Smith,36,Man
947,Jane,Smith,52,Woman
948,John,Doe,29,Woman
949,Lucy,Martinez,31,Woman
950,Linda,Doe,49,Woman
951,Chris,Doe,45,Man
952,Chris,Garcia,54,Man
953,Chris,Smith,55,Man
954,Linda,Doe,53,Woman
955,Mike,Martinez,24,Woman
956,Sam,Garcia,26,Woman
957,Chris,Brown,48,Man
958,Lucy,Garcia,35,Woman
959,Tom,Johnson,33,Woman
960,Lucy,Doe,34,Woman
961,Mike,Garcia,39,Woman
962,Lucy,Doe,52,Woman
963,Linda,Brown,24,Man
964,Sam,Doe,26,Woman
965,Anna,Johnson,25,Man
966,Jane,Smith,22,Man
967,Anna,White,44,Man
968,Emma,White,31,Man
969,Mike,Brown,35,Man
970,Mike,Jones,49,Woman
971,Lucy,Taylor,20,Man
972,Mike,Brown,48,Woman
973,Mike,Taylor,49,Woman
974,Lucy,Martinez,42,Man
975,Mike,Martinez,20,Man
976,Emma,Smith,40,Woman
977,Chris,Smith,34,Woman
978,Emma,Johnson,48,Woman
979,Lucy,Smith,41,Man
980,Emma,Lee,50,Woman
981,Lucy,Taylor,40,Man
982,John,Lee,54,Man
983,Linda,Brown,18,Woman
984,Sam,Smith,42,Woman
985,Mike,White,47,Woman
986,Emma,Smith,30,Woman
987,Anna,Smith,44,Man
988,John,Taylor,45,Man
989,Chris,Brown,58,Man
990,John,White,58,Man
991,Linda,Brown,48,Woman
992,Linda,Taylor,27,Woman
993,Linda,Brown,41,Woman
994,Chris,Smith,27,Woman
995,John,Doe,27,Woman
996,Chris,Martinez,39,Woman
997,Tom,Lee,30,Woman
998,Emma,White,45,Man
999,Mike,Johnson,41,Woman
1000,Linda,White,50,Man
1001,Tom,Lee,23,Man
1002,Anna,White,40,Woman
1003,John,White,26,Man
1004,Chris,Jones,38,Woman
1005,Lucy,Lee,26,Woman
1006,Mike,Brown,57,Man
1007,Tom,Martinez,35,Woman
1008,Emma,Lee,38,Woman
1009,Tom,Jones,52,Man
1010,Lucy,Jones,50,Woman
1011,Lucy,Smith,23,Woman
1012,Chris,Martinez,23,Man
1013,John,Lee,53,Woman
1014,Jane,Brown,55,Woman
1015,Chris,White,34,Woman
1016,Tom,Lee,36,Woman
1017,John,Taylor,48,Man
1018,Emma,Martinez,27,Man
1019,Jane,Martinez,36,Woman
1020,Lucy,White,24,Man
1021,Tom,Taylor,53,Woman
1022,Tom,Brown,60,Woman
1023,Tom,Doe,37,Woman
1024,Jane,Smith,22,Man
1025,Emma,White,59,Woman
1026,Jane,Lee,42,Man
1027,Mike,Jones,23,Man
1028,Sam,Martinez,28,Man
1029,Anna,Garcia,58,Man
1030,Mike,Taylor,37,Woman
1031,Tom,Martinez,41,Woman
1032,Chris,Doe,57,Woman
1033,Chris,Lee,40,Woman
1034,John,Jones,53,Woman
1035,Emma,Johnson,33,Man
1036,Sam,Jones,60,Woman
1037,Chris,Taylor,46,Woman
1038,Chris,White,52,Man
1039,John,Doe,56,Woman
1040,Lucy,Johnson,51,Woman
1041,Chris,Smith,27,Woman
1042,Jane,Johnson,19,Man
1043,Linda,Garcia,40,Man
1044,Emma,Johnson,18,Man
1045,Anna,Lee,47,Woman
1046,Lucy,White,59,Woman
1047,John,Taylor,26,Woman
1048,Chris,Johnson,38,Woman
1049,Jane,Taylor,35,Woman
1050,Sam,White,43,Man
1051,Mike,Johnson,59,Woman
1052,Jane,Martinez,46,Man
1053,Jane,Johnson,33,Woman
1054,Linda,Garcia,51,Woman
1055,Anna,Taylor,23,Woman
1056,Lucy,White,54,Man
1057,Linda,Brown,55,Man
1058,Chris,Taylor,30,Man
1059,Sam,White,47,Man
1060,Jane,Johnson,59,Man
1061,Linda,Taylor,38,Man
1062,Mike,Taylor,50,Woman
1063,Anna,Lee,46,Woman
1064,Chris,Martinez,46,Man
1065,Chris,Brown,25,Man
1066,Jane,Garcia,35,Man
1067,Anna,Lee,31,Man
1068,Mike,Garcia,47,Man
1069,Jane,Martinez,45,Woman
1070,Anna,Lee,46,Woman
1071,Linda,Smith,31,Woman
1072,Emma,Martinez,32,Woman
1073,Sam,Martinez,33,Woman
1074,Emma,Jones,33,Man
1075,Chris,Garcia,22,Man
1076,Anna,Doe,56,Man
1077,Chris,Taylor,57,Man
1078,Anna,Jones,33,Woman
1079,Jane,Martinez,26,Man
1080,John,Jones,32,Woman
1081,Anna,White,43,Woman
1082,Anna,Smith,42,Woman
1083,Jane,Brown,53,Man
1084,Jane,Garcia,58,Woman
1085,Linda,White,46,Man
1086,Lucy,Doe,37,Man
1087,Linda,Doe,37,Woman
1088,Linda,Garcia,32,Woman
1089,Emma,Martinez,21,Man
1090,Lucy,Doe,46,Woman
1091,Linda,Johnson,29,Man
1092,Sam,Johnson,23,Man
1093,Sam,White,29,Woman
1094,Sam,Smith,60,Man
1095,Emma,Taylor,20,Man
1096,Tom,Martinez,43,Woman
1097,Linda,Brown,55,Woman
1098,Sam,Lee,40,Man
1099,Sam,Johnson,52,Man
1100,Chris,White,57,Woman
1101,Anna,Smith,59,Woman
1102,Anna,Doe,18,Woman
1103,Emma,Jones,51,Woman
1104,Mike,Lee,30,Man
1105,Emma,Doe,25,Man
1106,Linda,Martinez,42,Man
1107,Emma,Smith,42,Man
1108,Anna,Taylor,43,Man
1109,Linda,Johnson,35,Man
1110,Mike,White,22,Man
1111,John,Doe,52,Man
1112,Chris,Jones,58,Woman
1113,Emma,Smith,50,Man
1114,Sam,Taylor,44,Woman
1115,Jane,White,49,Woman
1116,Anna,Johnson,32,Man
1117,Chris,White,37,Man
1118,Mike,Brown,41,Man
1119,Linda,Lee,27,Woman
1120,Linda,Smith,40,Woman
1121,Jane,Taylor,48,Man
1122,Anna,Lee,19,Woman
1123,Anna,Lee,34,Man
1124,Tom,Lee,23,Man
1125,Mike,Martinez,48,Woman
1126,Tom,Martinez,21,Woman
1127,Chris,White,37,Man
1128,Tom,Smith,31,Woman
1129,Chris,Smith,40,Woman
1130,Mike,Brown,34,Woman
1131,Sam,Doe,45,Woman
1132,Anna,Johnson,46,Woman
1133,Tom,Johnson,55,Woman
1134,Tom,Taylor,44,Woman
1135,Lucy,Garcia,56,Man
1136,Jane,Smith,20,Man
1137,Linda,Garcia,40,Man
1138,John,White,34,Man
1139,Chris,Brown,48,Woman
1140,Tom,Garcia,50,Woman
1141,Tom,Lee,27,Man
1142,Linda,Smith,28,Man
1143,Sam,Jones,50,Woman
1144,Chris,Doe,23,Man
1145,Linda,Johnson,53,Man
1146,Lucy,Garcia,41,Man
1147,Lucy,Garcia,54,Man
1148,John,Lee,39,Woman
1149,Lucy,Martinez,27,Man
1150,Linda,Brown,32,Man
1151,Anna,Martinez,24,Man
1152,Tom,White,59,Man
1153,Chris,White,21,Woman
1154,Chris,Taylor,32,Man
1155,Jane,Garcia,25,Man
1156,Mike,Jones,33,Woman
1157,John,Doe,46,Man
1158,Emma,Jones,48,Man
1159,Emma,Brown,57,Man
1160,Tom,Brown,52,Man
1161,John,Johnson,44,Woman
1162,John,Lee,30,Man
1163,Anna,Lee,47,Man
1164,John,Johnson,48,Man
1165,Linda,Doe,58,Man
1166,Emma,Jones,44,Woman
1167,Chris,Taylor,43,Woman
1168,Emma,White,44,Woman
1169,Anna,Doe,42,Man
1170,Chris,Lee,21,Woman
1171,Linda,Martinez,40,Man
1172,Chris,Lee,59,Woman
1173,Anna,Jones,22,Man
1174,John,Lee,44,Man
1175,Sam,Johnson,50,Man
1176,Linda,Lee,18,Man
1177,Mike,Smith,40,Man
1178,Lucy,Brown,27,Woman
1179,Sam,Lee,23,Woman
1180,Tom,Doe,30,Man
1181,Tom,Doe,31,Man
1182,Jane,Doe,43,Man
1183,John,Garcia,31,Man
1184,Lucy,Garcia,32,Woman
1185,Chris,Martinez,39,Man
1186,Linda,Doe,38,Woman
1187,Chris,Brown,29,Woman
1188,Lucy,Lee,55,Man
1189,Jane,Jones,24,Woman
1190,Emma,Lee,27,Woman
1191,Emma,Brown,30,Man
1192,John,Doe,37,Man
1193,Lucy,Jones,35,Woman
1194,Anna,Lee,34,Man
1195,Anna,Johnson,47,Woman
1196,Tom,Lee,30,Woman
1197,Emma,Taylor,56,Man
1198,Mike,Smith,21,Woman
1199,Linda,Jones,49,Man
1200,Mike,Lee,23,Woman
1201,Emma,Doe,21,Man
1202,Lucy,Doe,57,Man
1203,Emma,Garcia,49,Woman
1204,Jane,Johnson,48,Man
1205,Tom,Martinez,36,Man
1206,John,Taylor,47,Woman
1207,Lucy,Martinez,55,Woman
1208,Emma,Johnson,37,Woman
1209,Jane,Doe,33,Man
1210,Jane,Smith,55,Man
1211,Sam,Garcia,52,Man
1212,Anna,Jones,18,Woman
1213,Tom,Martinez,19,Man
1214,Tom,Smith,60,Woman
1215,Jane,Jones,24,Man
1216,John,Doe,21,Woman
1217,Sam,Smith,33,Woman
1218,Chris,Martinez,46,Man
1219,Jane,Martinez,32,Woman
1220,Linda,Smith,34,Man
1221,Emma,Taylor,36,Woman
1222,Sam,Jones,56,Woman
1223,John,Lee,27,Man
1224,Chris,Lee,59,Woman
1225,John,Johnson,31,Woman
1226,Tom,Lee,21,Man
1227,Chris,Garcia,21,Woman
1228,Tom,Johnson,56,Woman
1229,Jane,Garcia,58,Woman
1230,Tom,Brown,33,Man
1231,Mike,Taylor,18,Woman
1232,Sam,White,39,Man
1233,John,Jones,54,Man
1234,Linda,Lee,23,Woman
1235,Sam,Smith,24,Man
1236,Emma,Taylor,34,Woman
1237,Jane,Smith,54,Woman
1238,Tom,Brown,32,Woman
1239,Anna,Doe,47,Woman
1240,Tom,Lee,38,Woman
1241,Sam,Taylor,31,Man
1242,John,Johnson,38,Man
1243,Sam,Jones,51,Man
1244,Anna,Lee,56,Man
1245,Linda,Johnson,46,Woman
1246,Jane,Smith,57,Man
1247,Mike,Martinez,42,Man
1248,Jane,Smith,44,Man
1249,Tom,Garcia,39,Woman
1250,Emma,Martinez,55,Woman
1251,Emma,Garcia,56,Woman
1252,John,Doe,59,Man
1253,Anna,Smith,60,Woman
1254,Sam,Brown,27,Man
1255,Jane,Jones,40,Woman
1256,Tom,White,37,Man
1257,Jane,Brown,27,Man
1258,Lucy,Brown,34,Woman
1259,Jane,White,41,Woman
1260,Lucy,Doe,33,Woman
1261,John,Taylor,36,Man
1262,Jane,Jones,19,Man
1263,Lucy,Brown,52,Man
1264,Linda,Garcia,29,Man
1265,John,Doe,51,Man
1266,Anna,Taylor,19,Woman
1267,Emma,Doe,46,Man
1268,Sam,Brown,49,Man
1269,Jane,Jones,38,Woman
1270,Emma,Lee,22,Man
1271,Linda,Martinez,20,Man
1272,Tom,Martinez,37,Woman
1273,Jane,White,32,Man
1274,Lucy,Taylor,56,Woman
1275,Anna,Brown,56,Man
1276,Tom,Doe,48,Man
1277,Linda,Martinez,57,Man
1278,Jane,Lee,46,Man
1279,Emma,Johnson,41,Man
1280,John,Garcia,44,Man
1281,Chris,Brown,50,Man
1282,Chris,Johnson,34,Man
1283,John,Doe,54,Woman
1284,Linda,Johnson,26,Man
1285,Tom,Jones,56,Man
1286,Tom,White,30,Woman
1287,John,Doe,29,Woman
1288,Jane,Doe,60,Woman
1289,Mike,Doe,59,Woman
1290,Linda,Garcia,48,Woman
1291,Linda,Taylor,56,Woman
1292,Sam,Lee,44,Woman
1293,Anna,Jones,30,Woman
1294,Tom,Martinez,31,Man
1295,Anna,Taylor,36,Woman
1296,Tom,Lee,56,Man
1297,Linda,Lee,39,Woman
1298,Mike,Doe,27,Woman
1299,Emma,White,52,Woman
1300,Emma,Taylor,23,Man
1301,Sam,Martinez,34,Man
1302,Tom,Garcia,20,Man
1303,Anna,Smith,47,Man
1304,Sam,Jones,54,Woman
1305,Tom,Martinez,47,Man
1306,Mike,Brown,21,Man
1307,Anna,Garcia,42,Woman
1308,Emma,White,58,Man
1309,Anna,White,44,Man
1310,John,Garcia,33,Man
1311,John,Doe,46,Man
1312,Chris,Taylor,20,Man
1313,John,Johnson,50,Man
1314,Tom,Lee,41,Woman
1315,Tom,Garcia,54,Woman
1316,Sam,Doe,43,Woman
1317,Sam,Jones,35,Man
1318,Anna,White,43,Man
1319,Lucy,White,35,Man
1320,Chris,Doe,43,Man
1321,John,Brown,28,Man
1322,Emma,Doe,46,Woman
1323,Sam,Smith,50,Woman
1324,John,Lee,32,Woman
1325,Tom,Smith,59,Woman
1326,Jane,Doe,24,Woman
1327,Sam,White,49,Man
1328,John,Johnson,59,Man
1329,Anna,Smith,53,Woman
1330,Jane,White,33,Man
1331,Mike,Doe,37,Woman
1332,Mike,Jones,20,Woman
1333,Jane,Lee,48,Woman
1334,Linda,Lee,55,Man
1335,Mike,Lee,33,Man
1336,Mike,White,24,Man
1337,Emma,Garcia,55,Woman
1338,Chris,Brown,37,Woman
1339,Sam,Martinez,43,Woman
1340,Mike,Lee,46,Man
1341,Jane,Lee,25,Man
1342,Emma,Smith,33,Man
1343,Anna,Brown,54,Man
1344,Emma,Smith,35,Man
1345,John,Taylor,19,Woman
1346,Tom,Jones,35,Woman
1347,Sam,Lee,18,Man
1348,Jane,Brown,42,Woman
1349,Mike,Jones,25,Man
1350,Emma,Taylor,22,Man
1351,Sam,White,35,Woman
1352,Emma,Martinez,59,Woman
1353,Emma,Martinez,31,Woman
1354,Sam,White,39,Man
1355,John,Lee,34,Man
1356,Linda,Johnson,40,Woman
1357,Tom,Martinez,25,Man
1358,John,Lee,60,Woman
1359,Chris,Brown,20,Man
1360,Anna,Brown,43,Man
1361,Emma,Brown,35,Woman
1362,Tom,Johnson,38,Man
1363,Chris,White,26,Man
1364,Lucy,Taylor,41,Woman
1365,Chris,Smith,57,Man
1366,Mike,Johnson,53,Man
1367,Tom,Taylor,42,Man
1368,Emma,Martinez,23,Woman
1369,Anna,Martinez,60,Man
1370,Emma,Brown,56,Woman
1371,Emma,Martinez,34,Man
1372,Anna,Doe,54,Woman
1373,Lucy,Taylor,60,Man
1374,Anna,Smith,37,Woman
1375,Linda,Johnson,57,Woman
1376,Lucy,Garcia,59,Woman
1377,Emma,Garcia,27,Man
1378,Emma,Smith,56,Woman
1379,Tom,Brown,40,Woman
1380,Lucy,Johnson,33,Woman
1381,Lucy,Lee,31,Woman
1382,Mike,Lee,48,Woman
1383,Tom,Johnson,25,Woman
1384,Sam,Taylor,30,Woman
1385,Mike,Doe,32,Woman
1386,Jane,Smith,57,Woman
1387,Anna,Garcia,48,Woman
1388,John,Garcia,47,Man
1389,Anna,Brown,55,Man
1390,Tom,White,20,Woman
1391,Mike,Brown,36,Woman
1392,John,Doe,40,Woman
1393,Chris,Johnson,50,Man
1394,Linda,Smith,33,Woman
1395,Jane,Johnson,44,Woman
1396,Linda,Brown,24,Man
1397,Tom,Brown,20,Man
1398,Linda,White,27,Man
1399,Anna,Doe,29,Woman
1400,Mike,Taylor,24,Man
1401,Lucy,Doe,45,Man
1402,Sam,Johnson,51,Woman
1403,Lucy,Taylor,59,Woman
1404,Mike,Johnson,28,Woman
1405,Anna,Doe,21,Man
1406,Jane,Brown,26,Man
1407,Mike,Lee,28,Woman
1408,Anna,Johnson,43,Man
1409,John,Garcia,19,Woman
1410,Jane,Smith,41,Man
1411,Emma,Garcia,19,Woman
1412,Linda,Smith,46,Man
1413,Mike,Smith,27,Man
1414,John,White,46,Woman
1415,Chris,White,34,Man
1416,Lucy,Doe,32,Man
1417,Linda,Smith,44,Woman
1418,John,Johnson,42,Woman
1419,Sam,Jones,32,Man
1420,Linda,Lee,37,Woman
1421,Jane,Martinez,43,Woman
1422,Anna,Doe,57,Woman
1423,Anna,Doe,43,Woman
1424,Sam,Martinez,43,Man
1425,Tom,Taylor,40,Woman
1426,Lucy,Brown,33,Woman
1427,Tom,Lee,32,Woman
1428,Emma,White,20,Man
1429,Chris,Brown,60,Woman
1430,Lucy,Johnson,52,Woman
1431,Tom,Jones,43,Woman
1432,Emma,Garcia,29,Woman
1433,Chris,Taylor,50,Man
1434,Jane,Smith,35,Man
1435,Chris,Johnson,22,Woman
1436,Tom,Brown,60,Woman
1437,Sam,Brown,47,Man
1438,Tom,Lee,29,Woman
1439,Tom,Martinez,32,Man
1440,Jane,Jones,24,Man
1441,Sam,Jones,31,Man
1442,Lucy,Doe,44,Woman
1443,John,Taylor,28,Man
1444,Sam,Jones,32,Woman
1445,Sam,Garcia,27,Man
1446,Tom,Johnson,46,Man
1447,Mike,Lee,57,Man
1448,Chris,Taylor,24,Woman
1449,Lucy,Smith,48,Man
1450,Chris,Brown,41,Woman
1451,Mike,Taylor,51,Man
1452,Linda,Taylor,43,Woman
1453,Anna,Martinez,60,Man
1454,Sam,Jones,51,Man
1455,Tom,Smith,24,Man
1456,Linda,Taylor,18,Woman
1457,Anna,Garcia,52,Man
1458,Emma,Doe,60,Woman
1459,Mike,White,32,Man
1460,Linda,Doe,37,Man
1461,Mike,Taylor,36,Woman
1462,Anna,Martinez,51,Woman
1463,Emma,White,52,Man
1464,Mike,Lee,40,Man
1465,Lucy,Johnson,53,Woman
1466,Mike,Johnson,21,Woman
1467,Mike,Lee,27,Woman
1468,Mike,Taylor,60,Woman
1469,Anna,Martinez,47,Man
1470,Jane,Johnson,21,Woman
1471,Mike,Brown,19,Woman
1472,John,Martinez,31,Man
1473,Linda,Johnson,50,Man
1474,John,Johnson,37,Man
1475,Tom,Doe,38,Woman
1476,Emma,Lee,55,Woman
1477,Lucy,Taylor,41,Man
1478,Anna,Doe,60,Woman
1479,Linda,Garcia,51,Woman
1480,Mike,Johnson,24,Man
1481,Chris,White,46,Man
1482,Jane,Lee,54,Woman
1483,Lucy,Garcia,28,Man
1484,Sam,Brown,49,Woman
1485,Chris,Jones,40,Man
1486,Mike,Garcia,59,Man
1487,Lucy,White,51,Man
1488,Sam,Garcia,27,Woman
1489,Lucy,Johnson,24,Woman
1490,Lucy,Lee,26,Woman
1491,Chris,Jones,58,Woman
1492,Mike,Martinez,42,Man
1493,Linda,Taylor,60,Man
1494,Mike,Martinez,45,Woman
1495,Anna,Taylor,23,Woman
1496,Mike,Smith,57,Man
1497,Tom,Taylor,28,Woman
1498,Tom,Jones,33,Woman
1499,Emma,Garcia,39,Man
1500,Tom,White,55,Man
1501,Mike,Martinez,46,Man
1502,Emma,Jones,44,Woman
1503,Tom,Garcia,27,Man
1504,Anna,Taylor,50,Man
1505,Mike,Garcia,60,Man
1506,Sam,Brown,33,Woman
1507,John,Smith,21,Woman
1508,Mike,White,38,Man
1509,Mike,Lee,40,Woman
1510,Mike,White,28,Man
1511,Jane,Garcia,46,Man
1512,Tom,White,36,Man
1513,John,Johnson,38,Man
1514,Mike,White,50,Woman
1515,Linda,Taylor,44,Woman
1516,Emma,Garcia,48,Woman
1517,Sam,Lee,47,Man
1518,John,White,42,Man
1519,Emma,Taylor,36,Man
1520,Anna,Johnson,31,Man
1521,Mike,Brown,48,Man
1522,Chris,Smith,53,Man
1523,Chris,Brown,30,Man
1524,Emma,Garcia,38,Woman
1525,Sam,White,26,Woman
1526,Jane,Garcia,43,Woman
1527,John,Taylor,45,Woman
1528,Emma,Doe,42,Man
1529,Sam,Martinez,29,Man
1530,Chris,Garcia,52,Woman
1531,Jane,White,26,Man
1532,John,Smith,50,Man
1533,Mike,White,45,Man
1534,Chris,White,24,Man
1535,Sam,Taylor,48,Woman
1536,Emma,Taylor,20,Woman
1537,Tom,White,37,Woman
1538,Anna,Lee,29,Woman
1539,Chris,Doe,60,Woman
1540,Jane,White,46,Man
1541,Anna,Lee,40,Woman
1542,Linda,Taylor,45,Woman
1543,Mike,White,43,Woman
1544,Sam,Taylor,28,Woman
1545,Sam,Brown,60,Man
1546,Mike,Smith,53,Woman
1547,Sam,Martinez,41,Woman
1548,Lucy,Johnson,49,Woman
1549,Jane,Brown,24,Man
1550,Jane,Smith,47,Man
1551,Chris,Johnson,26,Woman
1552,Mike,Martinez,32,Woman
1553,Emma,Lee,27,Woman
1554,Mike,White,44,Man
1555,John,Smith,36,Man
1556,Jane,Lee,31,Man
1557,Linda,White,32,Woman
1558,John,Martinez,45,Man
1559,Jane,Garcia,21,Woman
1560,Anna,White,41,Man
1561,Mike,White,32,Man
1562,Chris,Garcia,53,Woman
1563,Emma,White,26,Woman
1564,Tom,Martinez,52,Woman
1565,Jane,Johnson,51,Man
1566,Sam,Johnson,52,Man
1567,John,Jones,32,Woman
1568,Jane,Johnson,26,Woman
1569,Emma,Garcia,38,Woman
1570,Jane,Lee,47,Man
1571,Chris,Garcia,35,Man
1572,Linda,Jones,41,Man
1573,Lucy,Doe,43,Man
1574,Tom,Smith,37,Man
1575,Chris,Taylor,33,Woman
1576,John,Brown,47,Man
1577,Linda,Doe,30,Man
1578,Chris,Taylor,33,Woman
1579,John,Garcia,22,Man
1580,Anna,Smith,60,Man
1581,Lucy,Garcia,52,Woman
1582,Sam,Jones,46,Man
1583,Chris,Garcia,43,Man
1584,Sam,Johnson,27,Woman
1585,Tom,Garcia,40,Woman
1586,Lucy,Jones,26,Man
1587,Tom,Johnson,22,Woman
1588,Mike,Lee,40,Man
1589,Emma,Brown,60,Woman
1590,Chris,Brown,51,Woman
1591,Chris,Johnson,58,Man
1592,Tom,Brown,28,Woman
1593,Emma,Smith,35,Man
1594,Anna,Lee,30,Man
1595,Tom,Johnson,45,Man
1596,Emma,Garcia,50,Man
1597,Emma,Johnson,33,Woman
1598,John,Taylor,22,Man
1599,John,Martinez,32,Man
1600,Linda,Johnson,20,Woman
1601,John,Lee,57,Man
1602,Chris,Doe,60,Man
1603,Linda,Taylor,59,Woman
1604,Tom,White,29,Woman
1605,Tom,Martinez,50,Man
1606,Mike,White,52,Woman
1607,Anna,Smith,51,Woman
1608,Linda,Lee,48,Man
1609,Anna,Garcia,31,Man
1610,John,Smith,33,Woman
1611,Jane,White,34,Man
1612,Sam,Smith,44,Woman
1613,Linda,Smith,54,Man
1614,Lucy,Lee,46,Woman
1615,Chris,Lee,59,Man
1616,Chris,White,52,Man
1617,Linda,Smith,36,Man
1618,Emma,Smith,47,Woman
1619,Chris,Johnson,45,Man
1620,Chris,Brown,23,Woman
1621,Jane,Taylor,56,Man
1622,John,Doe,36,Woman
1623,Emma,Garcia,37,Man
1624,Tom,Jones,24,Woman
1625,John,Martinez,42,Woman
1626,Tom,Smith,46,Man
1627,Linda,Garcia,51,Man
1628,Anna,Martinez,58,Man
1629,Jane,Garcia,36,Man
1630,Jane,Brown,59,Man
1631,Chris,Lee,36,Man
1632,Mike,Doe,50,Woman
1633,Linda,Doe,28,Woman
1634,Linda,Taylor,55,Man
1635,Chris,Garcia,54,Man
1636,Sam,Lee,36,Woman
1637,Anna,Doe,39,Man
1638,Mike,Taylor,21,Man
1639,Mike,Lee,21,Man
1640,Lucy,Johnson,59,Woman
1641,Tom,Doe,20,Man
1642,Jane,Martinez,47,Woman
1643,Anna,Martinez,40,Woman
1644,Mike,Jones,22,Man
1645,John,Lee,40,Man
1646,Mike,Garcia,52,Woman
1647,Mike,Taylor,32,Woman
1648,John,Smith,56,Woman
1649,Jane,Taylor,22,Woman
1650,Tom,Lee,25,Man
1651,Lucy,Johnson,31,Man
1652,Emma,Lee,20,Woman
1653,Emma,Johnson,33,Woman
1654,Emma,White,38,Woman
1655,John,White,38,Woman
1656,Linda,Garcia,26,Man
1657,Sam,Martinez,25,Man
1658,Tom,Martinez,53,Man
1659,Sam,Johnson,48,Woman
1660,Sam,Brown,31,Woman
1661,Chris,Martinez,36,Man
1662,Anna,Smith,42,Man
1663,Jane,White,46,Man
1664,Sam,Martinez,45,Woman
1665,John,Garcia,44,Woman
1666,Anna,Jones,57,Woman
1667,Anna,Brown,44,Man
1668,John,Smith,59,Woman
1669,Lucy,Taylor,42,Man
1670,Linda,Lee,54,Man
1671,John,Jones,37,Man
1672,John,Johnson,58,Woman
1673,Lucy,Smith,31,Man
1674,Mike,Garcia,56,Man
1675,Jane,Martinez,21,Man
1676,Lucy,Lee,21,Woman
1677,Anna,Martinez,47,Woman
1678,Linda,Brown,55,Man
1679,Sam,Johnson,43,Man
1680,Tom,Martinez,53,Woman
1681,Jane,Doe,27,Woman
1682,Anna,Lee,23,Man
1683,Linda,Brown,37,Man
1684,Lucy,Jones,26,Woman
1685,Tom,Jones,50,Man
1686,Chris,Jones,30,Man
1687,Chris,White,34,Man
1688,Jane,Garcia,42,Woman
1689,Linda,Martinez,28,Woman
1690,Anna,White,60,Woman
1691,Jane,Taylor,43,Man
1692,Sam,Doe,41,Man
1693,Lucy,Martinez,43,Man
1694,Emma,Smith,55,Man
1695,Linda,White,42,Man
1696,Lucy,Taylor,41,Man
1697,Mike,Taylor,34,Woman
1698,Jane,Brown,52,Woman
1699,Emma,Taylor,35,Woman
1700,Emma,Brown,25,Woman
1701,Chris,Jones,19,Man
1702,Anna,Taylor,50,Woman
1703,Lucy,White,33,Woman
1704,Linda,Brown,21,Woman
1705,Tom,Jones,49,Woman
1706,Linda,Taylor,37,Man
1707,Jane,Lee,37,Woman
1708,Anna,Doe,42,Woman
1709,Jane,Lee,52,Woman
1710,Jane,Martinez,51,Woman
1711,Emma,Johnson,60,Woman
1712,Anna,Jones,37,Man
1713,Mike,Martinez,45,Man
1714,Mike,Taylor,37,Woman
1715,Jane,Smith,19,Woman
1716,John,Garcia,24,Woman
1717,Lucy,Taylor,54,Man
1718,Jane,Smith,23,Man
1719,Linda,Smith,24,Woman
1720,Emma,Garcia,50,Woman
1721,Mike,Garcia,18,Man
1722,John,Garcia,35,Man
1723,Jane,Jones,23,Man
1724,Emma,Lee,54,Woman
1725,John,Smith,60,Woman
1726,Chris,Jones,54,Woman
1727,Emma,Smith,25,Man
1728,Tom,White,51,Woman
1729,Jane,White,47,Man
1730,Lucy,Taylor,19,Woman
1731,John,Lee,50,Man
1732,Lucy,Garcia,56,Woman
1733,John,Jones,19,Man
1734,Tom,White,51,Man
1735,Anna,Johnson,38,Man
1736,Jane,Martinez,59,Woman
1737,Lucy,Taylor,60,Woman
1738,Tom,Garcia,41,Woman
1739,Lucy,Taylor,33,Man
1740,Anna,Smith,52,Man
1741,Jane,White,21,Man
1742,Linda,White,39,Woman
1743,Lucy,Smith,39,Woman
1744,Mike,Lee,36,Man
1745,Chris,White,50,Man
1746,Chris,Martinez,57,Woman
